"genet","tank","date","avg_size","sd_size","avg_biomass_g","sd_biomass_g","n_polyps_sampler","samplers"
"A",15,2023-12-29,4.76041666666667,1.02370615450926,0.0238683072916667,0.0121026557916593,8,3
"A",15,2024-01-05,4.47916666666667,1.31375024883425,0.0215759875,0.0111749727972896,8,3
"A",15,2024-01-12,4.32391304347826,0.704330977313837,0.0179833532608696,0.00391604567445176,7.66666666666667,3
"A",15,2024-01-19,4.04318181818182,0.690600590410758,0.0161314147727273,0.00378341353985408,7.33333333333333,3
"A",15,2024-01-26,3.81296296296296,0.94010161961681,0.016050825,0.00388698556256719,9,3
"A",15,2024-02-02,3.75555555555556,1.07170586408748,0.0165820833333333,0.0066867838025948,9,3
"A",15,2024-02-09,3.57241379310345,0.812359159927857,0.0141975879310345,0.00269429565200805,9.66666666666667,3
"B",1,2023-10-06,6.5,2.25608322196341,0.0654815298245614,0.0389866467662125,19,3
"B",1,2023-10-13,5.92205882352941,2.37320508943373,0.0571931816176471,0.0376871792992861,22.6666666666667,3
"B",1,2023-10-20,6.07313432835821,2.21349803721792,0.0552112179104478,0.0356964826181183,22.3333333333333,3
"B",1,2023-10-27,5.39520547945205,1.8974877108059,0.0411194928082192,0.0284947668895376,24.3333333333333,3
"B",1,2023-11-03,5.09054054054054,1.42209665265823,0.031819745945946,0.018047321942746,24.6666666666667,3
"B",1,2023-11-10,4.81233766233766,1.61602788763219,0.0300985334415584,0.0184711923331624,25.6666666666667,3
"B",1,2023-11-17,4.66052631578947,1.51496542896481,0.0273045059210526,0.0152063914418383,25.3333333333333,3
"B",1,2023-11-24,4.6527027027027,1.46512500666759,0.0269460466216216,0.0148648545584375,24.6666666666667,3
"B",1,2023-12-01,4.56184210526316,1.36551347402793,0.0250973934210526,0.0143892005956559,25.3333333333333,3
"B",1,2023-12-08,4.27133333333333,1.3914087625565,0.0227864816666667,0.0134792328571067,25,3
"B",1,2023-12-15,4.57450980392157,1.31696367515779,0.0251115352941177,0.0166447117589545,17,3
"B",1,2023-12-22,4.31274509803922,1.28953683976626,0.0220664867647059,0.0125375719069128,17,3
"B",1,2023-12-29,4.29038461538462,1.22304087292633,0.0215791519230769,0.0123993458348358,17.3333333333333,3
"B",1,2024-01-05,4.3921568627451,1.16156997500522,0.0222751607843137,0.0124582941920466,17,3
"B",1,2024-01-12,4.12647058823529,1.13250152191782,0.0196913348039216,0.0114906075772597,17,3
"B",1,2024-01-19,4.22395833333333,1.19293929714243,0.0209698932291667,0.0118034789718567,16,3
"B",1,2024-01-26,4.22395833333333,1.26364092098704,0.0216876921875,0.0137179930459004,16,3
"B",1,2024-02-02,4.42941176470588,1.24507650051611,0.0233097519607843,0.0129650117019913,17,3
"B",1,2024-02-09,4.17450980392157,1.16420935432379,0.0203810578431373,0.0132065726716534,17,3
"B",2,2023-10-06,6.25086206896552,1.71309512361361,0.0552853426724138,0.0313729742664241,19.3333333333333,3
"B",2,2023-10-13,6.76293103448276,1.6541137215736,0.0656877073275862,0.0338859058235989,19.3333333333333,3
"B",2,2023-10-20,6.50593220338983,1.83374318835393,0.0603789156779661,0.0331132695789235,19.6666666666667,3
"B",2,2023-10-27,6.28015873015873,1.49114827384911,0.0526063956349206,0.0288126994677724,21,3
"B",2,2023-11-03,5.32573529411765,1.6132780671677,0.0355069246323529,0.0197465518317668,22.6666666666667,3
"B",2,2023-11-10,5.14516129032258,1.19193460552802,0.0302370540322581,0.0141402485348606,20.6666666666667,3
"B",2,2023-11-17,5.11194029850746,1.26515146801102,0.0304533044776119,0.0148796740969962,22.3333333333333,3
"B",2,2023-11-24,5.04202898550725,1.32167840618385,0.0301560934782609,0.0152201056488883,23,3
"B",2,2023-12-01,4.86397058823529,1.20441612066641,0.0269396922794118,0.0127732931720101,22.6666666666667,3
"B",2,2023-12-08,4.63642857142857,1.1666967891183,0.0243249982142857,0.0125819433855455,23.3333333333333,3
"B",2,2023-12-15,4.38076923076923,1.0152163984414,0.020777842948718,0.00958490356437937,13,3
"B",2,2023-12-22,4.68589743589744,1.19975369322579,0.0253513288461539,0.013069984201662,13,3
"B",2,2023-12-29,4.50131578947368,0.882646538700913,0.0212169822368421,0.00813802638561939,12.6666666666667,3
"B",2,2024-01-05,4.55375,1.02721742241426,0.022736140625,0.00916302497387631,13.3333333333333,3
"B",2,2024-01-12,4.46730769230769,0.966643911938977,0.0214343605769231,0.00882275588674586,13,2
"B",2,2024-01-19,4.55,0.905820183083614,0.021886197,0.0089225493147667,12.5,2
"B",2,2024-01-26,4.27692307692308,0.904371818514752,0.0192629057692308,0.00663011523679003,13,2
"B",2,2024-02-02,4.47115384615385,1.00923899469664,0.0216650394230769,0.00801102684926587,13,2
"B",2,2024-02-09,4.242,0.817435012707432,0.018688597,0.00613794878317345,12.5,2
"B",3,2023-10-06,7.205,1.92037048113382,0.080286435,0.0476472487029133,13.3333333333333,3
"B",3,2023-10-13,6.34732142857143,1.83651451216987,0.0583341986607143,0.0411687322090171,18.6666666666667,3
"B",3,2023-10-20,5.83306451612903,1.41747065321099,0.0440271439516129,0.0265398716653952,20.6666666666667,3
"B",3,2023-10-27,5.2875,1.43267928374425,0.0344719326388889,0.022028584667733,24,3
"B",3,2023-11-03,5.03285714285714,1.39399755669732,0.0303028814285714,0.0201486957216823,23.3333333333333,3
"B",3,2023-11-10,5.175,1.36385890439998,0.0317921808823529,0.0171810251487956,22.6666666666667,3
"B",3,2023-11-17,4.92826086956522,1.32190910000522,0.0285758576086957,0.0172748153129159,23,3
"B",3,2023-11-24,4.62698412698413,1.17251270003614,0.0242445246031746,0.0147049721458907,21,3
"B",3,2023-12-01,4.43840579710145,1.16138116012368,0.0218492264492754,0.0123057615490275,23,3
"B",3,2023-12-08,4.49492753623188,1.19061552281911,0.0228473989130435,0.0140600303110719,23,3
"B",3,2023-12-15,3.78333333333333,1.01550132341278,0.0160121183333333,0.00572672430834882,10,3
"B",3,2023-12-22,3.83833333333333,1.34807982294801,0.0178039125,0.00843010831159903,10,3
"B",3,2023-12-29,3.81,1.52434481618959,0.0183083533333333,0.0108525520545538,10,3
"B",3,2024-01-05,3.525,0.948584963424901,0.0148394816176471,0.00699326233942928,11.3333333333333,3
"B",3,2024-01-12,3.53030303030303,0.766805500756663,0.0142843409090909,0.00387914342938426,11,3
"B",3,2024-01-19,3.61756756756757,0.90695306672126,0.0148202141891892,0.00470280645378057,12.3333333333333,3
"B",3,2024-01-26,3.54090909090909,0.776575772265611,0.0141346734848485,0.00427054927305967,11,3
"B",3,2024-02-02,3.75,0.789901045683465,0.0148116152777778,0.00269404168576746,12,3
"B",3,2024-02-09,3.74090909090909,0.648306022878624,0.0145547628787879,0.00254288254971506,11,3
"B",4,2023-10-06,7.0758064516129,1.97896193055365,0.0766074701612903,0.0466588819576305,15.5,2
"B",4,2023-10-13,6.6,2.00676936583934,0.064042072972973,0.0366699413660592,18.5,2
"B",4,2023-10-20,6.63055555555556,2.009949819911,0.0648251777777778,0.0413777608942273,18,2
"B",4,2023-10-27,5.875,1.7915591563011,0.0456101135416667,0.030604140393274,24,2
"B",4,2023-11-03,5.65,1.58263238774052,0.0398497869565217,0.0244053038978448,23,2
"B",4,2023-11-10,5.30104166666667,1.45786395955226,0.0346798151041667,0.0262523053505341,24,2
"B",4,2023-11-17,5.11276595744681,1.2461755725171,0.0294506021276596,0.0162141083073322,23.5,2
"B",4,2023-11-24,5.08829787234043,1.28237484521934,0.0303151271276596,0.01684427776591,23.5,2
"B",4,2023-12-01,4.731,1.18991511453464,0.0255691275,0.0149856331863547,25,2
"B",4,2023-12-08,4.43295454545455,1.06228138693878,0.0216418267045455,0.0127942022844872,22,2
"B",4,2023-12-15,4.35581395348837,0.979868496718735,0.0203415697674419,0.00925813355621204,21.5,2
"B",4,2023-12-22,4.33111111111111,0.895763367183273,0.0196766122222222,0.00798237507027845,22.5,2
"B",4,2023-12-29,4.29782608695652,1.04943504014675,0.0205067869565217,0.0117348489743084,23,2
"B",4,2024-01-05,4.12934782608696,0.935800537998509,0.0183756820652174,0.00905409536912358,23,2
"B",4,2024-01-12,4.40434782608696,0.862517786849978,0.0202171543478261,0.00797053961854965,23,2
"B",4,2024-01-19,4.01847826086957,1.12581392757516,0.0188802733695652,0.0108751408826793,23,2
"B",4,2024-01-26,3.97222222222222,0.904797174835616,0.0165708127777778,0.00529556062014293,22.5,2
"B",4,2024-02-02,3.89473684210526,0.993296832015097,0.0173285289473684,0.00579024777894451,19,2
"B",4,2024-02-09,4.60978260869565,1.24565705179364,0.0248153211956522,0.0160660362755358,23,2
"B",5,2023-10-06,6.69516129032258,2.03126605269661,0.0655757991935484,0.0307814488062091,15.5,2
"B",5,2023-10-13,6.13529411764706,1.46376785390107,0.0495253647058824,0.0312249633335048,17,2
"B",5,2023-10-20,5.77638888888889,1.54112571400054,0.0434048090277778,0.0288901615576598,18,2
"B",5,2023-10-27,5.5125,1.61553964805274,0.03920937875,0.0294192857159552,20,2
"B",5,2023-11-03,5.19871794871795,1.53474847465403,0.033508766025641,0.0195412672349125,19.5,2
"B",5,2023-11-10,5.01447368421053,1.34894565715781,0.0291194559210526,0.0164337102738943,19,2
"B",5,2023-11-17,4.79625,1.58541163843689,0.028890661875,0.0169199179293128,20,2
"B",5,2023-11-24,5.00972222222222,1.12715017960631,0.0281427631944445,0.0185505892447359,18,2
"B",5,2023-12-01,4.64714285714286,0.961840239313543,0.0228973535714286,0.0125743275972932,17.5,2
"B",5,2023-12-08,4.43125,0.913891904274468,0.0207833375,0.00924968561297469,16,2
"B",5,2023-12-15,4.375,0.726494403039045,0.0192673836538462,0.00738242239675075,13,2
"B",5,2023-12-22,4.34038461538462,0.907325225515477,0.0193482163461539,0.00837932405070941,13,2
"B",5,2023-12-29,4.21153846153846,0.80040525180633,0.0180312769230769,0.00657633044931185,13,2
"B",5,2024-01-05,4.23269230769231,0.701460983456826,0.0180098028846154,0.00654896416975359,13,2
"B",5,2024-01-12,4.25892857142857,1.02793292772248,0.0195696044642857,0.00573392117808837,14,2
"B",5,2024-01-19,4.22307692307692,0.690159227043079,0.0176520980769231,0.00638587372834338,13,2
"B",5,2024-01-26,4.20961538461538,0.738642001265283,0.0173618605769231,0.005532971965753,13,2
"B",5,2024-02-02,4.29230769230769,0.764364699384501,0.0184046596153846,0.0071015149739935,13,2
"B",5,2024-02-09,4.23076923076923,0.557845456685357,0.0174696711538462,0.00496616106573122,13,2
"B",6,2023-10-06,7.09594594594595,1.6516027242294,0.0756712128378378,0.0371993080228799,18.5,2
"B",6,2023-10-13,6.32209302325581,2.07247514213664,0.0604793075581395,0.0439227385787111,21.5,2
"B",6,2023-10-20,5.52058823529412,1.4747604762925,0.0384957818627451,0.0205359056921877,25.5,2
"B",6,2023-10-27,5.40833333333333,1.54855903591671,0.0372178135416667,0.0218148565171034,24,2
"B",6,2023-11-03,5.09375,1.31515958607391,0.0298142666666667,0.0129055385752914,24,2
"B",6,2023-11-10,4.92765957446808,1.52311256408196,0.0299744446808511,0.0199788357479389,23.5,2
"B",6,2023-11-17,4.82941176470588,1.52935553859283,0.0294438392156863,0.0152985569640712,25.5,2
"B",6,2023-11-24,4.13174603174603,1.44419670647185,0.0216154658730159,0.00838610197120074,31.5,2
"B",6,2023-12-01,4.17454545454545,1.44046605376294,0.0218584445454546,0.00856199658466835,27.5,2
"B",6,2023-12-08,3.99230769230769,1.32535407969472,0.0200724256410256,0.00836296348596684,19.5,2
"B",6,2023-12-15,4.08970588235294,0.81919868125374,0.0172030051470588,0.00587094179729832,17,2
"B",6,2023-12-22,3.89444444444444,0.821350466256278,0.0160689458333333,0.00432347701233171,18,2
"B",6,2023-12-29,3.97714285714286,1.05599344373396,0.0180445485714286,0.00683810607471949,17.5,2
"B",6,2024-01-05,3.90571428571429,0.932953190848662,0.0169023928571429,0.00500792391530211,17.5,2
"B",6,2024-01-12,3.99558823529412,0.883756200515209,0.0167051757352941,0.00416693506295479,17,2
"B",6,2024-01-19,3.89264705882353,0.742588489419333,0.0158839419117647,0.00411707795826835,17,2
"B",6,2024-01-26,3.76666666666667,0.98524323156879,0.0163676458333333,0.00426270655467903,18,2
"B",6,2024-02-02,3.87285714285714,0.817546954476822,0.0161185164285714,0.00408900660602044,17.5,2
"B",6,2024-02-09,3.85571428571429,0.902112772005889,0.0165672078571429,0.00444374733149077,17.5,2
"B",7,2023-10-06,7.39166666666667,1.62136004983932,0.0832694532407408,0.0400659994421069,18,3
"B",7,2023-10-13,6.53181818181818,1.86689812000872,0.0627987222727273,0.0470283824227725,18.3333333333333,3
"B",7,2023-10-20,6.18076923076923,1.59340190669373,0.0526870780769231,0.0359117953450234,21.6666666666667,3
"B",7,2023-10-27,5.89772727272727,1.46930247298271,0.0459087140151515,0.0281179314921796,22,3
"B",7,2023-11-03,5.42615384615385,1.30434894782733,0.0360855384615385,0.0221252626491901,21.6666666666667,3
"B",7,2023-11-10,5.17878787878788,1.37063145324165,0.0323922242424242,0.0210469205508864,22,3
"B",7,2023-11-17,5.05763888888889,1.11947664227663,0.0290663010416667,0.0166432303737941,24,3
"B",7,2023-11-24,4.81875,1.19993990234127,0.0264563190972222,0.0172252887142035,24,3
"B",7,2023-12-01,4.92222222222222,1.22025128928971,0.0277768527777778,0.0169549047661947,24,3
"B",7,2023-12-08,4.7,1.09024767828232,0.0241987888888889,0.0121879106840465,21,3
"B",7,2023-12-15,4.37075471698113,1.10168416363589,0.0211994287735849,0.0109270243273848,17.6666666666667,3
"B",7,2023-12-22,4.19,1.26606737794818,0.0208442859090909,0.0118114786781706,18.3333333333333,3
"B",7,2023-12-29,4.47727272727273,1.35448010208928,0.024192065,0.015466629697617,18.3333333333333,3
"B",7,2024-01-05,4.33207547169811,1.24934628009336,0.0222642811320755,0.0136178574338999,17.6666666666667,3
"B",7,2024-01-12,4.09732142857143,0.993624706775681,0.0185236361607143,0.00843907723859519,18.6666666666667,3
"B",7,2024-01-19,3.86203703703704,0.983387012984729,0.0171349291666667,0.0083916815761904,18,3
"B",7,2024-01-26,3.93425925925926,0.865665109432722,0.0168112930555556,0.00657431299255237,18,3
"B",7,2024-02-02,4.22592592592593,0.947438294330853,0.019413475,0.00980271514385461,18,3
"B",7,2024-02-09,4.05185185185185,0.978887551080353,0.0182331685185185,0.00933828695444795,18,3
"B",8,2023-10-06,6.80243902439024,1.6184869942502,0.0660217451219512,0.0344600316295697,20.5,2
"B",8,2023-10-13,6.51222222222222,1.89077166208728,0.0597559461111111,0.0352363512960386,22.5,2
"B",8,2023-10-20,5.71530612244898,1.680718552815,0.0429004076530612,0.0247208627775954,24.5,2
"B",8,2023-10-27,5.32980769230769,1.9794517142058,0.04020278125,0.0300426342720449,26,2
"B",8,2023-11-03,5.22884615384615,1.60706408285197,0.0340904048076923,0.0206257886071007,26,2
"B",8,2023-11-10,4.82931034482759,1.340085476922,0.0273832293103448,0.0196339539902572,29,2
"B",8,2023-11-17,4.96938775510204,1.29935814156633,0.0278519346938776,0.0185774870469475,24.5,2
"B",8,2023-11-24,4.42131147540984,1.14308770682177,0.0217884475409836,0.0109430839245728,30.5,2
"B",8,2023-12-01,4.59363636363636,0.959862114784983,0.021991845,0.00941631224449463,27.5,2
"B",8,2023-12-08,4.412,1.03799340220943,0.020112377,0.00954994383397288,25,2
"B",8,2023-12-15,4.24607843137255,0.911713821765095,0.0186087828431373,0.00814302764145114,25.5,2
"B",8,2023-12-22,4.113,0.953849722403531,0.0174103185,0.00627053788315865,25,2
"B",8,2023-12-29,4.102,0.759582554147774,0.016999938,0.00545078804387878,25,2
"B",8,2024-01-05,4.1156862745098,0.645432558622927,0.0166700950980392,0.00452105324807179,25.5,2
"B",8,2024-01-12,3.964,0.778177098069325,0.016114488,0.00477850726773134,25,2
"B",8,2024-01-19,3.898,0.764619136722607,0.015604218,0.00490893029872401,25,2
"B",8,2024-01-26,3.61,0.680537517798477,0.01388878,0.00307913570321714,25,2
"B",8,2024-02-02,3.93367346938776,0.59688951084338,0.0153417168367347,0.00343530644935786,24.5,2
"B",8,2024-02-09,3.893,0.671686404702839,0.0153070795,0.00369184379133028,25,2
"B",9,2023-10-06,6.64090909090909,2.14662362956178,0.0705725674242424,0.0659970953231666,16.5,2
"B",9,2023-10-13,6.03108108108108,2.09735160303666,0.0533360831081081,0.0342464517390813,18.5,2
"B",9,2023-10-20,5.58684210526316,1.41763578822989,0.0393938815789474,0.0243379242640345,19,2
"B",9,2023-10-27,5.37045454545455,1.47836186842129,0.0364548840909091,0.025949364267452,22,2
"B",9,2023-11-03,5.36976744186047,1.47169927933999,0.0340530744186047,0.0197739567689766,21.5,2
"B",9,2023-11-10,4.96511627906977,1.36612525839113,0.0278883302325581,0.0160969146529668,21.5,2
"B",9,2023-11-17,4.745,1.66183390240779,0.0291857265,0.0199571478057805,25,2
"B",9,2023-11-24,4.52169811320755,1.54968535774086,0.0248932721698113,0.0152354735897149,26.5,2
"B",9,2023-12-01,4.54117647058824,1.14471259233261,0.0227666284313726,0.0107332577422538,25.5,2
"B",9,2023-12-08,4.40697674418605,1.36276455155768,0.0231680406976744,0.0169486250850092,21.5,2
"B",9,2023-12-15,4.19189189189189,1.28912806432671,0.0204509324324324,0.0119944945297642,18.5,2
"B",9,2023-12-22,4.33243243243243,1.22743837365691,0.0220775378378378,0.0140544741163669,18.5,2
"B",9,2023-12-29,4.00810810810811,0.962126178145613,0.0175142175675676,0.00674797557004204,18.5,2
"B",9,2024-01-05,4.03026315789474,1.09617756917294,0.0185662335526316,0.00979557139890729,19,2
"B",9,2024-01-12,3.75135135135135,0.898589952235402,0.0159345013513514,0.00642084876013977,18.5,2
"B",9,2024-01-19,3.74459459459459,1.0347578489665,0.016669497972973,0.00828076727399638,18.5,2
"B",9,2024-01-26,3.80428571428571,0.895631218472819,0.0162188621428571,0.00570783991957029,17.5,2
"B",9,2024-02-02,3.91388888888889,1.07877154384905,0.0180755055555556,0.00882055639205356,18,2
"B",9,2024-02-09,4,1.1011193251033,0.01860449,0.0112781847414994,17.5,2
"B",10,2023-10-06,6.88142857142857,1.85903924517851,0.0718365207142857,0.0378772588069906,17.5,2
"B",10,2023-10-13,6.96805555555556,1.61400790518413,0.0708737159722222,0.037808740840777,18,2
"B",10,2023-10-20,6.70595238095238,1.37177672060692,0.0619912946428571,0.0282397597835468,21,2
"B",10,2023-10-27,5.57,1.5866053244888,0.0392108775,0.022354146064417,20,2
"B",10,2023-11-03,5.71181818181818,1.48606566453149,0.0417327668181818,0.025840513239047,27.5,2
"B",10,2023-11-10,5.3765306122449,1.5354102860395,0.0354450382653061,0.0203684701856976,24.5,2
"B",10,2023-11-17,5.26530612244898,1.29933385318169,0.0328954326530612,0.0189935907943697,24.5,2
"B",10,2023-11-24,4.65754716981132,1.40766257545097,0.026379704245283,0.0169259526547897,26.5,2
"B",10,2023-12-01,4.46442307692308,1.33248568867746,0.0237616235576923,0.0171973221683243,26,2
"B",10,2023-12-08,4.85357142857143,1.36518205049036,0.0283899601190476,0.0163733186096724,21,2
"B",10,2023-12-15,4.41219512195122,1.22619457943777,0.0226226841463415,0.0143850340120674,20.5,2
"B",10,2023-12-22,4.26666666666667,1.14957648915488,0.020833225,0.00905371842861115,21,2
"B",10,2023-12-29,4.6,1.17360529889327,0.0241972416666667,0.0123995768115418,21,2
"B",10,2024-01-05,4.17380952380952,0.983370041225831,0.0191696869047619,0.00653869483761308,21,2
"B",10,2024-01-12,3.93809523809524,1.05635252899741,0.0178846607142857,0.00598245464671266,21,2
"B",10,2024-01-19,4.13095238095238,1.11495596006561,0.0192522071428571,0.00771657171433323,21,2
"B",10,2024-01-26,3.82261904761905,1.06774745338546,0.0169825363095238,0.00671122107053081,21,2
"B",10,2024-02-02,3.95365853658537,1.12767598029361,0.0183030451219512,0.00896199208702755,20.5,2
"B",10,2024-02-09,4.26071428571429,1.11236401439293,0.0203043136904762,0.00823952866280524,21,2
"B",11,2023-10-06,6.48229166666667,1.54142755376591,0.0579611734375,0.0326322734256298,16,3
"B",11,2023-10-13,6.76052631578947,1.70187914990879,0.0666922609649123,0.0293901178631332,19,3
"B",11,2023-10-20,6.04528301886792,1.33731301856135,0.045510691509434,0.0184416442727914,17.6666666666667,3
"B",11,2023-10-27,5.73135593220339,1.33741037897951,0.0398899673728814,0.0171881735231735,19.6666666666667,3
"B",11,2023-11-03,5.66525423728814,1.33841193808466,0.0390923555084746,0.0208409927868944,19.6666666666667,3
"B",11,2023-11-10,5.56583333333333,1.27993538658697,0.03679778875,0.0192755052988316,20,3
"B",11,2023-11-17,5.58196721311475,1.33354783082496,0.038022687704918,0.0191568603715014,20.3333333333333,3
"B",11,2023-11-24,5.50677966101695,1.20076391735587,0.0358895033898305,0.0185751032630811,19.6666666666667,3
"B",11,2023-12-01,5.09915254237288,1.42063521140452,0.0320621504237288,0.0190993804250557,19.6666666666667,3
"B",11,2023-12-08,5.17,1.27853293451771,0.031945472,0.0214496362106137,16.6666666666667,3
"B",11,2023-12-15,5.12441860465116,1.29332549440322,0.0313317424418605,0.0178256425653597,14.3333333333333,3
"B",11,2023-12-22,5.15119047619048,1.15011723316742,0.0304135172619048,0.0165316751771221,14,3
"B",11,2023-12-29,5.34642857142857,0.96797471197819,0.0323579232142857,0.0144630989912031,14,3
"B",11,2024-01-05,4.99404761904762,0.99242324706728,0.0270397303571429,0.0112875403265351,14,3
"B",11,2024-01-12,4.97439024390244,0.9739585733591,0.0265453554878049,0.0112178256537997,13.6666666666667,3
"B",11,2024-01-19,5.03837209302326,1.14729027094292,0.029103225,0.0130726773868828,14.3333333333333,3
"B",11,2024-01-26,4.8797619047619,0.96102101351156,0.0257014482142857,0.0121184080458823,14,3
"B",11,2024-02-02,5.04880952380952,0.907995813325501,0.0275560660714286,0.01055823957632,14,3
"B",11,2024-02-09,4.97209302325581,0.899889034046871,0.0265411186046512,0.0119442484112748,14.3333333333333,3
"B",12,2023-10-06,6.96724137931034,1.96793488080775,0.075319350862069,0.0519241576087562,14.5,2
"B",12,2023-10-13,6.91,1.6698650470509,0.069558105,0.0350988707741535,17.5,2
"B",12,2023-10-20,5.69189189189189,1.35188926724501,0.0410304905405405,0.025570972379444,18.5,2
"B",12,2023-10-27,5.0625,1.31653313428523,0.03105922875,0.0166432706958192,20,2
"B",12,2023-11-03,5.65675675675676,1.16219927099515,0.0381324540540541,0.0177134540957627,18.5,2
"B",12,2023-11-10,5.51578947368421,1.07679185628161,0.0358811263157895,0.0187354895665853,19,2
"B",12,2023-11-17,5.26794871794872,1.07334815278001,0.031880116025641,0.0177204004205377,19.5,2
"B",12,2023-11-24,5.15125,0.982246682001928,0.029640478125,0.0144825781083091,20,2
"B",12,2023-12-01,5.01153846153846,0.96402575398464,0.0273609942307692,0.0134141332427013,19.5,2
"B",12,2023-12-08,4.91578947368421,0.973854508193829,0.0264389131578947,0.0136657285357751,9.5,2
"B",12,2023-12-15,5.07368421052632,0.984936329544945,0.0286264552631579,0.0139883635904558,9.5,2
"B",12,2023-12-22,4.275,1.02046907981435,0.0202346125,0.0122560909977665,9,2
"B",12,2023-12-29,4.50681818181818,0.859528731684966,0.0212648420454546,0.0123983197546856,11,2
"B",12,2024-01-05,4.41818181818182,0.954614917436327,0.0211147909090909,0.0122858077479971,11,2
"B",12,2024-01-12,4.30238095238095,0.867147860696932,0.0194158011904762,0.0103617971926673,10.5,2
"B",12,2024-01-19,4.325,0.850478661395083,0.0194799261363636,0.00990307915134912,11,2
"B",12,2024-01-26,4.18863636363636,0.848039026386664,0.0183148829545455,0.00924699957056337,11,2
"B",12,2024-02-02,3.86739130434783,0.918223973603654,0.0164276945652174,0.00664400778533473,11.5,2
"B",12,2024-02-09,3.80625,0.93522241068465,0.0163157052083333,0.007354864659659,12,2
"B",13,2023-10-06,6.94032258064516,1.60557018904213,0.0683715298387097,0.0291697904528222,15.5,2
"B",13,2023-10-13,6.68378378378378,1.85346968424584,0.066578527027027,0.0396984125759738,18.5,2
"B",13,2023-10-20,6.35625,1.53547450712323,0.054357354375,0.0295367286757098,20,2
"B",13,2023-10-27,5.67837837837838,1.46271189967263,0.0397472135135135,0.0219475932397342,18.5,2
"B",13,2023-11-03,5.41071428571429,1.26252928937924,0.0339019803571429,0.0152261199931592,21,2
"B",13,2023-11-10,5.23555555555556,1.2781931691954,0.0323976822222222,0.0155347282835622,22.5,2
"B",13,2023-11-17,5.12441860465116,1.24067685952767,0.0310266319767442,0.0158243542052024,21.5,2
"B",13,2023-11-24,4.79886363636364,1.24360380265293,0.02633409375,0.0111671674094561,22,2
"B",13,2023-12-01,4.82325581395349,1.22047959894313,0.0266807511627907,0.0133945739329757,21.5,2
"B",13,2023-12-08,5.03620689655172,1.07796075765276,0.0282445922413793,0.0135815268858093,14.5,2
"B",13,2023-12-15,4.74333333333333,1.05851937952791,0.02444166,0.0109652070052822,15,2
"B",13,2023-12-22,4.80666666666667,0.952937771042908,0.0245466333333333,0.00964872114432371,15,2
"B",13,2023-12-29,4.95,1.11601604078019,0.0274436008064516,0.0138756874820906,15.5,2
"B",13,2024-01-05,4.73225806451613,0.850992514761322,0.0234875322580645,0.0100775815236721,15.5,2
"B",13,2024-01-12,4.89833333333333,0.746855933437456,0.0251561575,0.00871829619995172,15,2
"B",13,2024-01-19,4.68,0.809854559028756,0.0228606433333333,0.00866545892256497,15,2
"B",13,2024-01-26,4.59833333333333,0.869149529111535,0.0224055558333333,0.0107266951861644,15,2
"B",13,2024-02-02,4.47,0.852970879944854,0.020667625,0.00739999791765465,15,2
"B",13,2024-02-09,4.72758620689655,0.978683882344447,0.0243044155172414,0.0106610958858839,14.5,2
"B",14,2023-10-06,7.18942307692308,2.19739113934413,0.0848298956730769,0.0527098273123559,17.3333333333333,3
"B",14,2023-10-13,6.605,1.82051105577573,0.0629728833333333,0.0377294610326387,20,3
"B",14,2023-10-20,5.98913043478261,1.89727620678459,0.0500707706521739,0.0365343658919209,23,1
"B",14,2023-10-27,5.62604166666667,1.51804894114758,0.0400923848958333,0.0245179671407346,24,2
"B",14,2023-11-03,5.26020408163265,1.70080270896672,0.0367358801020408,0.0249194061170038,24.5,2
"B",14,2023-11-10,5.10204081632653,1.45538315299724,0.0309500010204082,0.0199579544440547,24.5,2
"B",14,2023-11-17,4.89166666666667,1.47325851574176,0.0285716810185185,0.0139019751460923,27,2
"B",14,2023-11-24,4.81826923076923,1.31213636094869,0.0261969120192308,0.0147565521314856,26,2
"B",14,2023-12-01,4.60588235294118,1.30761846324839,0.0239821490196078,0.0119899657079305,25.5,2
"B",14,2023-12-08,4.43170731707317,1.21074184470254,0.0220783756097561,0.0118038955552877,20.5,2
"B",14,2023-12-15,4.38076923076923,0.955076931823483,0.0197545596153846,0.00703875626933863,13,2
"B",14,2023-12-22,4.36153846153846,0.773875869398189,0.0190576192307692,0.00517214770941583,13,2
"B",14,2023-12-29,4.37407407407407,0.938321501241724,0.0201453277777778,0.00534548280808707,13.5,2
"B",14,2024-01-05,4.2025641025641,0.741527794397128,0.0175948269230769,0.00530988075642447,13,3
"B",14,2024-01-12,4.1975,1.03874010833231,0.01885651,0.00564581953852265,13.3333333333333,3
"B",14,2024-01-19,4.48461538461538,0.813693985536272,0.0204465166666667,0.00613377580102565,13,3
"B",14,2024-01-26,4.0925,0.903968045811411,0.01771984125,0.00481253970216241,13.3333333333333,3
"B",14,2024-02-02,4.1625,0.860434832666497,0.0179098125,0.0049396758519372,13.3333333333333,3
"B",14,2024-02-09,4.27875,0.952504194482276,0.019503840625,0.00620905876311927,13.3333333333333,3
"B",15,2023-10-06,6.96694915254237,1.6825425959351,0.0727368216101695,0.0344937003209808,19.6666666666667,3
"B",15,2023-10-13,7.30403225806452,1.88801953248596,0.0838364673387097,0.0512617756153167,20.6666666666667,3
